tweet,original_sentiment
"Here's one for the digital marketers. In this article, I'm looking at covid-19 and marketing. How have online shopping behaviours changed? What will work in the pandemic era? 

?? Here's what I learned ??



https://t.co/WzCHaN3GkM



#marketing #onlinemarketing #charlisays #amwriting https://t.co/OYpb9KmevU",Neutral
COVID 19 Emergency Surplus Food Grants Announced Food redistribution organisations are to benefit from  3 25m of government funding to help them cut food waste and redistribute up to 14 000 tonnes of surplus stock during the coronavirus outbreak,Neutral
"Raging that someone would tweet about their brother who is living with confirmed Covid 19 case and others in house showing symptoms and that they're going supermarket shopping. When tackled about it, she blocks me..... They need locking up, this shit isn't funny ?",Extremely Negative
"How is #coronavirus impacting EU markets? 



?LIVE STREAM TODAY 15:00 GMT: The New Normal: COVID-19's Business and Consumer Impact in EU https://t.co/uEbNhKH9sJ



Learn how companies are adapting to change in order to survive! 



#covid19 #covid19impact @SimilarWeb",Neutral
Kris Hamer VP Research and Xander Friedl nder Chief Analyst at RI the world s leading provider of store focused retail analytics solutions have discussed the effects of COVID 19 in retail,Positive
These Are The Consumer Trends Currently Energised And Paused By,Positive
"Garden #seeds 2get #growing during #COVID19

#coronavirus #Corona #COVID19Pandemic

#CoronavirusPandemic

Under #StayHomeSaveLives

Avoid #shop #Supermarket

Get #planting

 #GrowFoodSaveLives

While #ShelterInPlace #AloneTogether

#HealthyAtHome #remotelearning

https://t.co/9SUoAUoyJP",Negative
"The London Free Press: London-linked professor eyeing coronavirus vaccines urges Canadians to stay home.

https://t.co/zA8GQzhRro



via @GoogleNews",Positive
"CONSUMER ALERT: Two scammers tried to sell bogus #coronavirus #COVID19 health insurance to some residents of an apartment complex. If any one tries to do this, say NO and call the police immediately. #insurance #fraud #insurancefraud #healthcarefraud https://t.co/tNt71BhDFI",Neutral
CONSUMER ALERT Official charges have been filed against a bogus testing site in Albany NY for stealing consumers money amp health insurance info Avoid this site amp similar ones,Extremely Negative
"Sides Line Up On Coronavirus Reporting; Oregon Tops 1,000 for COVID-19 Cases; LCC Online; Gas Prices Take a Dip; Regulations Eased https://t.co/06HjRhBwNm https://t.co/9V0ASFzEBl",Extremely Positive
.@BostonFed's Rosengren Sees #COVID19 Impacting #CRE Office Prices and Demand https://t.co/hJdal5qaEn,Negative
"Amidst the current public health crisis and global pandemic, premiums continue to accelerate in the motor insurance market, with prices rising 2.8% in the last 3 months, according to our latest figures. #carinsurance

https://t.co/zNnIT1VgbP",Extremely Negative
"? New Podcast! ""Episode # 89 Ã¢ÂÂ Hand Sanitizer from a Distillery Ã¢ÂÂ Kings County Distillery"" on @Spreaker #barley #bearabrewingco #bearairishbrew #beer #coronavirus #covid_19 #craftbeer #craftbeerpodcast #craftbeerstorm #craftwhiskey #food #hops #lyft https://t.co/Ihp44ChhhF",Positive
Update April Impact of COVID19 on Artisanal Mining Communities Field gold prices for the world s three artisanal gold mining regions are sharply down leaving rural communities less able to buy essential basic staples,Neutral
19 7 72 605 LPG cylinders have been delivered in the state during last 4 days says Food Civil Supplies and Consumer Affairs Minister Mr Bharat Bhushan Ashu while assuring that the door to door supply of LPG Cylinders will be maintained and there is no need to panic,Negative
"#Grocery #Workers Are Starting to #Die of #Coronavirus 



https://t.co/Vj6tfAof7h 



""Major supermarket chains are beginning to report their 1st coronavirus-related #employee #deaths, leading to #store #closures and increasing #anxiety among grocery workers as the pandemic ...",Neutral
Dr Birx says you now can t go to the grocery store So are we mean t to starve in our homes Crazy,Extremely Negative
I just want to say that yes I go out running for exercise but I comply with the government regulations wholeheartedly. Before lockdown began I never went out anyways only for the runs and maybe to the supermarket for a few bits sometimes so I'll always...#Coronavirus #Covid_19,Positive
"So the WH cut CDC Pandemic funds in 2018.

Proceeds to say the Covid-19 is a hoax and created by Dems.

Admonishes people who seem to be hoarding or stocking up.

Now we're being told not to go grocery shopping or to pharmacy.

Have you tried ordering groceries online lately?

Moronic",Extremely Negative
@MattFingersArni @brianbloop2 @Roblev0 @CheeseNBranston @Rudy48053087 @David19531501 @susan04071 @davidjamesrobe4 @DavidGSmith18 @european_kate @Jones85231187 @chrisgregson123 @dw2essex @BrianWi62063896 @BeakyDruggan @Jag11814459 @Swen28002 @Charlie_45uk ,Neutral
"White House COVID-19 Coordinator: Don't Go To Grocery Or Drug Store

#MondayMorning

#MondayMotivation

#MondayMood 

#MondayVibes

#NeverForget

#HealthcareHeroes 

#trumpVirus

#TrumpOwnsEveryDeath

#Covid19

#Coronavirus

#CoronavirusOutbreak

#CoronavirusPandemic  https://t.co/wvZs3W3I5i",Neutral
"Good morning. My business update for @LBCNews; live at 7.30am on smart speaker, @GlobalPlayer app, Sky box or digital ? (and welcome back @azizlisa ? ?): 1. #Coronavirus LOCKDOWN to cost ÃÂ£2.4 billion a day, say forecasters @Cebr_uk. 2. CONSUMER CONFIDENCE slumps says @GfK ...",Extremely Positive
"MoH Deyalsingh: Panic buying of drug chloroquine and reports of price gouging. It is not the time to raise your prices, we are our brother's keeper. There is no scientic evidence to show it treats COVID -19. Lupus patients need the drug.",Extremely Negative
Toilet Paper Blues Coronavirus and Pandemic Pantries,Neutral
"Petition for Online Shopping Priority for People with Sight Loss



A group of charities and organisations for people with sight loss have teamed up to launch a petition calling for priority access to online shopping during the #Coronavirus outbreak.



Read: https://t.co/uzIWHVcBWj https://t.co/a9B6nE1SDL",Negative
The @EsteeLauder Companies Announces It's Joining the Hand-Sanitizer Production Efforts.  It's reopening one of its factories to help with the shortage during the COVID-19 pandemic. https://t.co/z1eWvvtQtH  #coronavirus https://t.co/yOgDOskmZX,Positive
PLEASE PLEASE PLEASE SHARE THIS All those whose garage is full of in anticipation of the use this calculator includes wipes trip sheets wipe How many days do you have,Extremely Positive
BBC News - Waitrose staff told to make up time off for virus https://t.co/JgvcMBUe4o,Neutral
"THANK YOU to @medgrpsfl for their AMAZINGLY GENEROUS donation of needed supplies (hand sanitizer) to assist #ChildCare sites during the #Coronavirus Pandemic.



Official Press Release: https://t.co/DK9BdCNRrr

They even offer #telemedicine appointments, if you/your loved ones need! https://t.co/SnUtdnoWuU",Extremely Positive
The FAO Food Price Index averaged 172 2 points in March 2020 down 7 8 points 4 3 percent from February The sharp decline in March marked the second month on month drop in the value of the FFPI largely driven by COVID 19 pandemic demand contractions,Negative
@DSGovernment @IAOkowa @OfficialPDPNig @toluolisa @abangdove @akaebube @YemieFash It's bad to add more pains to that of the covid-19 the citizens are passing through by inflating prices of Goods and services. This decision by the Delta state government i,Extremely Negative
"40 Things you  never touch due to #coronavirus.



1:Grocery Store Cart Handles

2:Your Cell phone 

3:Elevator Buttons

4:The pump on hand sanitizer bottles

5: The bottom of your handbags



(1/8)



#coronavirusinpakistan #staysafe #WrestleMania #QuarantineLife

#Covid_19 #",Positive
Safety Advice If You Must Visit the Grocery Store   Is isolation getting to you Here s how to know   and what experts say to do,Neutral
Natural Rubber Markets Monitor: Prices tumble https://t.co/wVfy88BJk4 #NaturalRubber #rubber #NR #prices #Covid_19 https://t.co/n3E0kmvYnH,Positive
Consider the Possibility That Trump Is Right On China - The Atlantic https://t.co/BU0TAnP52x,Neutral
"Latest @FAO cereal supply & demand inventory released in March 2020 assures that global #cereal market expected to remain well supplied; says outlook for other major staple #crops in 2020 is positive despite #COVID19.



Read here: https://t.co/EucB5NRRDA



#foodsecurity",Extremely Positive
"#TrumpVirusCoverup #mondaythoughts  #BlackLivesMatter    #SocialDistancing  #TrumpPressConf #StayAtHome #COVID19



Report this morning. People at home are shopping online more. Guess who bought stock in Amazon in just before #CoronavirusUSA , #Pelosi. 



https://t.co/Ym1ELlJATl",Positive
UK house sales will collapse in 2020 as market goes into deep freeze says study,Negative
"Top 5 Things to Know in the Market on Monday, April 6th

1. Crude prices fall on doubts about production cut deal

2. U.S. braces for worst week

3. Stocks set to open higher

4. Dollar gains vs yen, emerging market currencies

5. U.K. PM Johnson taken to hospital with Covid-19 https://t.co/ribsyVx7uv",Extremely Negative
Household Products That Destroy Novel Consumer Reports,Negative
"#NewYork State Pays Up to 15 Times the Normal Prices for Medical Equipment

#Covid_19

#pandemic https://t.co/OD0dEgn6S5",Neutral
"Some economists expect the European economy to decline by more than 10 percent in the first half of this year because of #coronavirus, threatening an explosion of bad loans, deteriorating assets and plummeting share prices | via @nytimes



https://t.co/KjbZknumoW",Extremely Negative
Clean-In Clean-Out CoronaVirus Hand Washing https://t.co/XAu88mqeOL #FixturesCloseUp #StoreFixtures #RetailFixtures #DisplayFixtures #StoreDesign #RetailDesign #ShopperMarketing #CoronaVirus #Pandemic Virus #Flu #Sanitizer #Sanitizers #HandSanitizer #HandWashing,Extremely Positive
"@AAAnews: Gas Prices Continue to Fall Across #Florida Due to #Coronavirus Cutting Demand in Half:

https://t.co/tHzvY5qQWh

#gasprices #coronavirus https://t.co/FgZ5B4MYPz",Negative
Local growers say now is the time for shoppers to buy Welsh food direct from suppliers as the coronavirus pandemic exposes supermarket supply chain flaws foodwales,Negative
"?? @drybeancouncil executive director Rebecca Bratter reports a huge surge, possibly as much as 50%, in U.S. consumer demand for dry beans. She assures the supply is there. Retail prices are up, but the surge has yet to move farmgate prices. 



https://t.co/qgg3WGmLiu",Positive
"Closed on Easter: Grocery stores including Trader Joe's, BJ's Wholesale Club will be closed because of COVID-19

https://t.co/HJxwVOMUFM  via @USATODAY 



#COVID19 #Coronavirus #Easter #Retail #TraderJoes https://t.co/uAcZLANalV",Neutral
"This might risk being a false equivalence argument, but I want to ask it anyway.



How come some random guy buying boxes of hand sanitizer to sell online is illegal, but my local store breaking packages to sell single toilet paper rolls at an upcharge perfectly okay?



#coronavirus",Extremely Positive
19 Things You Need To Stop Doing To Grocery Store Workers In The #Coronavirus Pandemic https://t.co/W4Q6MEUhcI,Negative
"SHUSHU: Your Best Toilet Seat Bidet Buddy in Times of Health Crisis

 https://t.co/dBAOG7VbaT

#ToiletPaperPanic #ToiletRollChallenge #toiletpaper #toiletroll #COVID19 #coronavirus",Neutral
"TRUMPH JUST SAID IN LIVE NEWS CONFERENCE HE HAS SEEN GAS PRICES AS LOW AS ""91 CENTS A GALLON"" S' OUT OF TOUCH. #SinceIveBeenQuarantined #Covid_19",Negative
"""Covid-19 Related Monetary Tsunami's Impact on Bitcoin and Gold Prices"" https://t.co/1a7rvDHy6N #covid19 #coronavirus",Neutral
"According to ICRA, Covid-19 outbreak likely to have a near term adverse impact on sugar consumption and prices.



#ICRAViews #ICRAinNews #SugarIndustry #SugarPrice #Coronavirus #Covid19



@FinancialXpress @PTI_News https://t.co/p0pQeH44FW",Negative
"Tennessee Grocers & Convenient Store Association, the Retail Association, and Hospitality TN partnered with state Workforce Development to quickly connect job seekers to hiring companies in the grocery, retail, and logistics industry.

Get connected here https://t.co/nJXhHuYSeC.",Neutral
"Asia-Pacific Shares Rise Amid Slowdown in COVID-19 Cases, Rebound in Oil Prices International CryptoCurrency News https://t.co/J9HHRrvYbR",Positive
"?? 2nd walk of the day

??? Sunbathing

???? Actually Getting COVID-19

????? Your Aunties Stepson cousins godson who works for the government, telling you on a voice note that Army tanks are coming in to prevent you going to the supermarket! https://t.co/bkGNL72jZa",Neutral
"Workers at a Trader Joe's in New York, a Giant store in Maryland, and a Chicago-area Walmart have died of covid-19 in recent days, @abhabhattarai reports. https://t.co/toCRvlZuVA",Negative
Ruby Princess linked to 11th Covid-19 death as criminal investigation launched Ã¢ÂÂ as it happened | World news | The Guardian https://t.co/964XgPOg6z,Extremely Negative
"#GoodNewsOnly:



Upbeat Start of the Week as Europe, White House Point to Positive News



Key Takeaways:

1. New York State sees its first drop in COVID-19 deaths

2. Bullard says universal testing could help economy bounce back

3. Oil prices retreat as OPEC,Ã¢ÂÂ¦https://t.co/UE4dIbLrFr",Extremely Positive
"@DiveConLFP @evangie @LABeachGal1 I agree he never said it but we know who did say it. MSM



https://t.co/SgMl6TOI84",Positive
"Calculated Risk -- Update: Framing Lumber Future Prices Down 25% Year-over-year: Here is another monthly update on framing lumber prices. ÃÂ  Lumber prices declined sharply from the record highs in early 2018, and then increased until the COVID-19 crisis.Ã¢ÂÂ¦ https://t.co/gbE6ZYImSm",Extremely Negative
Welcome to Gauge-on-Foods #COVID19 https://t.co/LKUC2aEOUQ #GaugeonFoods,Positive
"White House #coronavirus task force member says shoppers should limit trips. ""This is the moment to not be going to the grocery store, not going to the pharmacy, but doing everything you can to keep your family and your friends safe https://t.co/7YpAgTjWSn",Extremely Positive
A grocery store employee in Maryland died after being diagnosed with company officials announced Sunday,Negative
"Graffiti, left, reads ""Fuck COVID 19"" in #Elmhurst #Queens #NewYorkCity. Two people w/ face masks, right, walk down the street



More pics click: https://t.co/G63RP042HO



Pics for sale for editorial use. Please contact for prices



#coronavirus #cuomo #quarantine #COVID19Pandemic https://t.co/TeCquThJnw",Negative
A worker at the Stop amp Shop on Route 106 in has tested positive for the a company spokesperson confirmed Monday ma,Positive
White House COVID-19 Coordinator: Don't Go To Grocery Store Or Pharmacy UnlessÃÂ Essential https://t.co/FBfHVCgKk4 via @Deadline #Covid19 #Coronavirus #USA,Neutral
Important steps: Keep a distance and wash your hands when you get home. #COVID19 #coronavirus https://t.co/b3Jpplisis via @WSJ,Positive
"Trump says gas prices are so low that ""a lot of people are very happy."" Who are these people? #Quarantine  #CoronavirusPandemic #coronavirus #gasprices",Positive
"How To Make Your Own DIY Hand Sanitizer (but really wash your hands, folks!) #coronavirus #diy #homemade https://t.co/WR79kaOGBi",Positive
BREAKING Opelika Mayor Gary Fuller signed an executive order Monday which limits the number of customers at retail and grocery stores,Positive
Home Prices Continue to Climb in 2020 Yet Statistics are Pre Covid 19 https://t.co/cfD2qTUVEi,Neutral
"#British consumer confidence has fallen by the most in more than 45 years and new car sales have dropped faster than during the 2008-09 financial crisis, adding to signs of a record-breaking hit to the country's #economy from the #coronavirus crisis. 



https://t.co/gxCUmDunnT",Extremely Negative
To all the first responders medical workers grocery store clerks truckers and all those deemed essential The sideshow wants to say THANK YOU,Positive
"Social distancing, remember always!



#Covid_19 #COVID19Malaysia #MCO #MovementControlOrder #SocialDistancing #UrbanFresh #hypermarket #Malaysia https://t.co/RLRjZ82ZFX",Neutral
"Debenhams

Cath Kidston

Laura Ashley

Carphone Warehouse

Carluccios 



More businesses will be added to list that had troubled times before the #coronavirus outbreak but not strong enough to survive it

Middle market brands struggling to connect with a very different consumer https://t.co/BvRyIaxubm",Extremely Negative
"WHAT THE HELL IS WRONG WITH CO-OP?? All this wasted food that will be thrown in the bin if not sold this evening! This could benefit so many people on low incomes, in hostels, shelters and prison! Hospitals could benefit and key workers!! #Covid_19 #supermarket https://t.co/iIyfUOWH9m",Extremely Negative
"Fresh from the squirt bottle: ""How to Make Homemade Hand Sanitizer"" https://t.co/vv7NNkZnWM #DIY #coronavirus #handsanitizer https://t.co/7pHYkV8yBU",Extremely Positive
"PROTECT YOURSELF AND OTHERS FROM COVID-19

https://t.co/9pJCrnn3ih 



#CCPvirus #coronavirus #COVID19 #caronavirus2020 #orders 

#HealthyAtHome! #sanitizer #sanitizers  #mask https://t.co/2Xym6oZAUp",Positive
".@realDonaldTrump says gas prices are down, jet fuel prices are down, what's next the price mood lighting for restaurants is down? #coronavirus #CoronavirusPandemic #DrFauci #TrumpPressConference",Neutral
"Why #groceryshelves won't be empty for long, While the sight of empty supermarket shelves may lead shoppers to fear #foodshortages, experts in the #food #supplychain supply chain say the system is built to endure. https://t.co/kUdKbrDQiN",Negative
"The Great Toilet Paper Shortage of 2020: Observations of Consumer Behavior and how Supply Chains are reacting



#LAMBIS #LambInsurance #COVID19 #coronavirus



https://t.co/vIE7vmoKRW",Positive
"How to Dispute Mistakes on Your Credit Reports



Link: https://t.co/VwmZH5BfRi

#coronavirus #credit https://t.co/bFfhidln30",Negative
Workers face the twin effects of rising prices amp financial loss due to Living costs data Bite Sized Bargaining DRAFT Template Lockdown Agreement amp  Employers must take responsibility  says Sharon Graham Work Voice Pay Monthly,Positive
"Fauci says HALF infected w/ #Covid19 asymptomatic. Start testing ALL essential folks not in healthcare, such as grocery store staff. Ensure they don't become super spreaders, esp during 1st (elderly) hr. #FauciHero #Fauci #Covid_19 #CoronaVirusUpdates #coronavirus #SuperSpreader",Positive
"Gold Contango? Gold Futures Price SOARS Above Spot Price The COVID-19 virus sweeping the globe is having dramatic impact on asset and commodity prices. Particularly gold.



Contango, also sometimes called https://t.co/jkS32DO7Pg",Positive
"Bob Arum expects ticket prices to fall due to #coronavirus and says talk of Fury facing Joshua next is a fantasy for now. Fury meanwhile has switched off from Wilder and boxing generally.



All here: https://t.co/pnt7IUe1sn #bbcboxing #boxing",Extremely Negative
"Going the (Social) Distance: Rising Consumer Trends

| https://t.co/BRGH1uWihH

| #socialdistancing  #consumertrends #selfisolation #coronapocolypse https://t.co/zD8a9hS5tD",Neutral
"GROCERY STORE WORKERS ARE BEGINNING TO DIE FROM CORONAVIRUS

At least four major chain supermarket employeesÃ¢ÂÂwho had worked at Walmart, Trader Joe's and GiantÃ¢ÂÂhave died from the #coronavirus in recent days.

https://t.co/dW1rQPlNHj",Extremely Negative
"Oil Prices Are At An 18-Year Low During #Coronavirus Pandemic! Details HERE also get More entertainment news & Tea!



https://t.co/6T5L3ssowE https://t.co/iP2NCpyFBp",Positive
"Source @BBCMoreOrLess: Behind the Stats: Supermarket stockpiling, A-level results and Covid-19 gender disparity https://t.co/PL7ANQlXGa",Neutral
"Due to the COVID-19 pandemic, North Carolina Attorney General, Josh Stein has reminded the public that it is illegal to charge excessive prices during a state of emergency.

https://t.co/furxpNsVjy",Extremely Negative
"Medical Tents/Unites For Sale or Rent at affordable prices



Call us on +971 55 7657570

Drop Mail: events@mahraj.com



#Medicaltent #tentrental #mahrajtent #emergencytent #healthcare #Coronavirus #bookatent #Tent #Dubai #Abudhabi #Outdoortent #abudhabitent #treatmenttent https://t.co/F1JDhArLZy",Negative
"Unbelievable!!!



Two Vancouver dentists say they were dismayed to see boxes of masks and gloves for sale at high prices at a Canadian Tire store at a time when they're in short supply at hospitals because of the COVID-19 pandemic.



https://t.co/kMTEDNcshy",Negative
"Full disclosure, I have done 95% of our family shopping online for years. Now that everyone (quite rationally) wants to do this, and capacity is limited IMO this is a collective action problem and the government needs to step in to say who can do this. https://t.co/IkhIQNAzRj",Negative
"How Does COVID-19 Impact the US Steel Industry?



""U.S. Steel Corporation $X has been under pressure due to the coronavirus, falling crude oil prices, and a weak balance sheet.""



#ussteel #covid19 #pressure #investing

https://t.co/MSl6toSuMI https://t.co/FQ2ML3jGku",Extremely Negative
"Why Investors Like Amazon Stock amid COVID-19



""Investors have realized that the COVID-19 crisis fuels online shopping. Amazon $AMZN has seen an overwhelming demand for its online shopping service.""



#amazon #covid19 #popular #investing

https://t.co/lZ3k6uel1A https://t.co/A13i9hGrgI",Negative
People Are Swooping Up Purell as Soon as the Hand Sanitizer Hits the Shelves https://t.co/78C3fZKjVd #Coronavirus #Magazine,Positive
Online Grocery Shopping During COVID-19:   https://t.co/Jqcsse40lq,Neutral
"It would appear @Tesco value is a thing of the past. Profiteering from the crisis all the coffee (homeworker essential) for sale at my local @tesconews. All high priced. 



@BBCWatchdog worth a look into prices pre and post Covid-19. 



@charliehtweets @BBCHARDtalk https://t.co/WxldLhSnwh",Negative
"You DON'TS LET it TAKE ADVANTAGE of YOU .

So what would you call #CORONAVIRUS ? ?

So what you call it controls your response to the virus!

Some of us believe the virus is just for a season will see an opportunity, supply hand sanitizer, masks, gloves. 

#MaryThuoReality",Extremely Positive
Former Deputy Finance Minister Fadhil Nabi economist told a local TV channel yesterday exported an average of 480k bpd in March amp only made 358m 24 per barrel He said KRG s oil revenues had reached 950 prior to plunge in oil prices Covid 19 crisis,Negative
"The @HomeDepot now says it's sourcing non-medical masks for all its store employees. Joins big retailers deemed essential, such as @Lowes @Walmart and @Target 



Last week's story:

https://t.co/jSBHODLBKz



#COVID19 #coronavirus",Neutral
"FragGang..your repository of luxury smells at non luxury prices says #StayNegative #StayHomeSaveLives 

#StayAtHome #stayathomeNigerians #StaySafeNigeria #StayHome #stayhomestaysafe

*Corrected for WA number:Ã¢ÂÂ¦ https://t.co/K1hd1cWhm7",Positive
White House COVID-19 Coordinator: Don't Go To Grocery Store Or Pharmacy Unless Essential https://t.co/yiXp7k3HN9 via @Deadline #Covid_19 #CoronavirusPandemicUSA,Neutral
"Starting today, you can order Naturally Pure Hand Sanitizer from American Vapor Company in Pflugerville. They stopped production on e-liquids for vapes and e-cigarettes to help fight the spread of #coronavirus. | @KVUE https://t.co/JC0hRrVZwk",Positive
Prices in Nearly Double as Supplies Dry Up Due to 19,Neutral
"Advice from experts like Forbes and the Consumer Financial Protection Bureau.  

#coronavirus #financialmanagement #finances  #personalfinances #moneymanagement https://t.co/MLCvaz0ttT",Positive
Jeff Bezos CEO of Amazon is donating 100 million to Feeding America to help food banks seeing an increase in demand during the COVID 19 pandemic,Extremely Positive
"@shamssmc SPREAD ONLY THE TRUE NEWS #Covid_19 

https://t.co/i6nnXR3SBb",Positive
"Coronavirus Outbreak LIVE Updates: India's COVID-19 tally at 4,288 with 117 deaths; oil prices slip https://t.co/r5z8jxr0OX #livenewsindia",Neutral
"Cook ,  your   own . Food.  Until, these.  Restaurants    demand.  Testing 

#Covid_19",Negative
"Top health official warns against going to grocery store 'every day' as US #coronavirus cases soar.



Read more: https://t.co/L0CrnXzDVT



https://t.co/MaW19rDvB8



#oigetit #WeFilterFakeNews #breakingnews #news #health #covid19 #quarantine https://t.co/4j3OKboqNw",Positive
Share Profits From Low Crude Oil Prices With People Amid COVID-19 Pandemic: Cong Tells Govt https://t.co/F3fFD58Ttb,Negative
"@DSGovernment @akaebube @IAOkowa @OfficialPDPNig @toluolisa @abangdove @YemieFash A paint rubber of Garri was sold for 3,500 yesterday somewhere at Effurun. 

Regulating prices of food items should be taken seriously so that at the end of the day, hunger",Negative
"Fibre2Fashion says demand has steeply declined in fashion retail Ã¢ÂÂ with consumers showing limited or no buying activity Ã¢ÂÂ which has led to an impact on raw material prices, the cancellation of orders, store closures and potential labour unemployment.



https://t.co/CzDnb10ORH",Extremely Negative
"Just wanted to say a big thank you to all the staff still going to work - from the supermarket staff to the NHS. 



Here's a public service announcement for everyone else who should #StayHomeSaveLives its hard staying in at home but harder not visiting relatives in hospital. https://t.co/b9gNN1fjpi",Positive
"#AgLaw HotLink: ""Agriculture Feels Impact as Pandemic Reshapes U.S. Diet, Rattles Producers"" https://t.co/wu24I1SsBI @SuccessfulFarm #chicken #stockpile #food #quarantine #Covid_19 #restaurants #supermarket #StayAtHomeOrder #foodprices #globaleconomy #virus #pandemic #diet",Neutral
"?? MONTHLY EDMONTON REAL ESTATE STATS for March 2020 are here... 

.

While COVID-19 uncertainty and economic situation in Canada drives the prices down, the market is still active and sales are happening! (It mightÃ¢ÂÂ¦ https://t.co/OFt8pAZ6HJ",Positive
?@BBCNews? ?@DailyMailUK? ?@NHSuk? I'm furious that doctors are spreading lies. Why don't you just tell the public you don't have enough gloves? Tweet me and I'll give you logic. #coronavirus  https://t.co/kyPgmD0W4X,Extremely Negative
"FINEOS Announces the Launch of COVID-19 Paid Leave Calculator: By answering a few questions, the consumer can learn the amount of paid leave that might apply to a COVID-19 leave reason https://t.co/KCZK046x4E",Negative
"@CTVNews Pre-COVID-19, Chicken wholesaled @ $3.50/kg. After the ""Hoarders"" filled their freezers, chicken sells @ $1.00/kg. LOBLAWS is asking suppliers to store tones of chicken, but won't reduce prices.@brianrmitchell4 @torontobaghead @alan_poirier @g",Extremely Positive
[Opinion] Uncle Sam needs to start giving us all free hand sanitizer https://t.co/thoi8ghhPE @washingtonpost #coronavirus #COVID10 #publichealth,Extremely Positive
#Safety Advice If You Must Visit the #Grocery Store - WSJ #SocialDistancing #coronavirus  https://t.co/yqaUaJhqWT,Neutral
"Newsletter Apr 6: ""Supermarket hours | Coronavirus (COVID-19) | Royal Borough of Greenwich"" #Plumstead #SE18 https://t.co/yJkzfiLG8W",Neutral
"Coronavirus Outbreak LIVE Updates: India's COVID-19 tally at 4,288 with 117 deaths; oil prices slip after output cut deal delayed https://t.co/2DuBHzD6hE",Negative
Nigeria finally devalued the naira's official exchange rate as oil prices dropped and Zimbabwe brought back its currency's peg to the dollar. https://t.co/aP32xHuCDi,Neutral
Exclusive: Honeywell Pressures Suppliers To Cut Prices 30% #HoneyWell #Coronavirus $HON https://t.co/4fs94CXJQq via @BarronsOnline,Negative
BOC: SURVEY INTERVIEWS WERE CONDUCTED BEFORE CONCERNS AROUND COVID-19 INTENSIFIED; TWO SMALLER PHONE SURVEYS WERE COMPLETED MORE RECENTLY TO PROVIDE A PICTURE OF THE IMPACT OF THE COVID-19 SHOCK AND LOW OIL PRICES ON FIRMS.,Extremely Negative
"BOC: REGULAR BOC SURVEY PRE-COVID-19 SHOWS FIRMS PLANNED MODEST INCREASES IN CAPITAL SPENDING ON MACHINERY AND EQUIPMENT; HIRING PLANS MUTED AS FIRMS IN PRAIRIES SIGNAL REDUCTIONS DUE TO FALLING OIL PRICES, BUT IT-RELATED FIRMS INTEND TO ADD STAFF.",Negative
"The Executive Director of the Kamloops Food Bank says food donation and supply levels have been unpredictable, but demand is expected to increase in the coming weeks because of COVID-19.

#Kamloops



on your NL news to 9am. 



Listen. https://t.co/VmBYYfNF3Q",Positive
"Asia-Pacific Shares Rise Amid Slowdown in COVID-19 Cases, Rebound in Oil Prices https://t.co/fW31bKcqI5",Positive
Closed on Easter Grocery stores including Trader Joe s BJ s Wholesale Club will be closed because of COVID 19 USA Today via,Neutral
Coronavirus-fueled panic buying cleared the shelves of eggs. What's next for egg markets? https://t.co/avcwc7r3J7 via @USATODAY,Negative
"Henry Kissinger and Bill Gates call for Mass Vaccination and Global Governance



https://t.co/ZzJKuVZpTP https://t.co/a981wRrwct",Neutral
"DESPITE significant challenges from the global economic downturn and downward pressure on commodity prices, Australia's agricultural sector is in a good position to weather the COVID-19 storm, Rabobank says in its April Agribusiness Monthly.

https://t.co/2mgxXZCfcK",Neutral
"Unboxing Haul !!! | Online shopping during this pandemic period..

Ã¢ÂÂ¢Ã¢ÂÂ¢?Ã¢ÂÂ¢?Ã¢ÂÂ¢Ã¢ÂÂ¢

Unboxing Haul !!! | Shopping en ligne pendant cette pÃÂ©riode de pandÃÂ©mie..

Ã¢ÂÂ¢YOUTUBE ?

https://t.co/8XPKNilvKr

Ã¢ÂÂ¢

Ã¢ÂÂ¢

Ã¢ÂÂ¢

#romaandgael #internationalcouple #StayHomeSaveLives #lockdowneffect #UNBOXING https://t.co/RFFHu3MwRp",Neutral
"From China to the US, consumer behaviour radically altered as world retreats into 'survival mode' amid coronavirus, reports @cissy_chow @markmagnier #coronavirus #China #china #ChinaVirus 

https://t.co/3knZM3ujhK https://t.co/FKJm8S6dfe",Neutral
"Farmworkers Confront Losses, Anxiety Despite Demand for Food: @voiceofsandiego multimedia producer Adriana Heldiz visited #farms and nurseries and documented their experiences in a new photo essay. https://t.co/rpJg430hAR #COVID19 #coronavirus 



Photos: @aheldiz/@voiceofsandiego https://t.co/0wzobddZoS",Negative
"White House COVID-19 Coordinator: Don't Go To Grocery Or Drug Store Ã¢ÂÂ Deadline https://t.co/ay3uGbbDJZ

#COVID2019 #Covid_19 #pandemic #coronavirus #CoronavirusPandemic #StayHome #StayTheFHome #StayHomeSaveLives #AloneTogether",Neutral
"Episode now on @CNBC.



Man Who Turned Down Shark Tank's $4M Offer Kicks Off 40-Country Wide Distribution with a Purchase Order for $8M of His First Defense Nasal Screens for the Nose, Will Debut at Consumer Product Events January 20, 2016. #COVID2019



https://t.co/O3Y1RkloWM",Positive
"Melbourne suburbs during COVID-19:



StayHOLMESGLEN

KEW 1.5 metres apart

Health and SAFETY BEACH

LOWER PLENTY of toilet paper at our local supermarket

MOOROOLBARKing cough



@dontattempt",Positive
